datetime,close,MA5,MA20,MA5 >= MA20,Position,TradeP&L,PositionP&L,CumP&L,Capital,Return,NetAssetValue,NetAssetValue2
2020/4/17 14:11,3854.6,3855.56,3858.43,FALSE,-1,0,-2,80,10080,-0.000198373,1.008,1.008
2020/4/17 14:12,3854.2,3854.88,3858.14,FALSE,-1,0,4,84,10084,0.000396825,1.0084,1.0084
2020/4/17 14:13,3854.6,3854.56,3857.9,FALSE,-1,0,-4,80,10080,-0.000396668,1.008,1.008
2020/4/17 14:14,3853.6,3854.28,3857.57,FALSE,-1,0,10,90,10090,0.000992063,1.009,1.009
2020/4/17 14:15,3852.2,3853.84,3857.21,FALSE,-1,0,14,104,10104,0.001387512,1.0104,1.0104
2020/4/17 14:16,3853,3853.52,3856.91,FALSE,-1,0,-8,96,10096,-0.000791766,1.0096,1.0096
2020/4/17 14:17,3851.2,3852.92,3856.48,FALSE,-1,0,18,114,10114,0.001782884,1.0114,1.0114
2020/4/17 14:18,3851,3852.2,3856.04,FALSE,-1,0,2,116,10116,0.000197746,1.0116,1.0116
2020/4/17 14:19,3851.6,3851.8,3855.62,FALSE,-1,0,-6,110,10110,-0.00059312,1.011,1.011
2020/4/17 14:20,3851.6,3851.68,3855.2,FALSE,-1,0,0,110,10110,0,1.011,1.011
2020/4/17 14:21,3852.2,3851.52,3854.77,FALSE,-1,0,-6,104,10104,-0.000593472,1.0104,1.0104
2020/4/17 14:22,3853.6,3852,3854.48,FALSE,-1,0,-14,90,10090,-0.00138559,1.009,1.009
2020/4/17 14:23,3853.4,3852.48,3854.25,FALSE,-1,0,2,92,10092,0.000198216,1.0092,1.0092
2020/4/17 14:24,3853.6,3852.88,3854.01,FALSE,-1,0,-2,90,10090,-0.000198177,1.009,1.009
2020/4/17 14:25,3853.4,3853.24,3853.75,FALSE,-1,0,2,92,10092,0.000198216,1.0092,1.0092
2020/4/17 14:26,3852.2,3853.24,3853.46,FALSE,-1,0,12,104,10104,0.001189061,1.0104,1.0104
2020/4/17 14:27,3852,3852.92,3853.18,FALSE,-1,0,2,106,10106,0.000197941,1.0106,1.0106
2020/4/17 14:28,3851.6,3852.56,3852.95,FALSE,-1,0,4,110,10110,0.000395804,1.011,1.011
2020/4/17 14:29,3850,3851.84,3852.7,FALSE,-1,0,16,126,10126,0.001582591,1.0126,1.0126
2020/4/17 14:30,3849.2,3851,3852.44,FALSE,-1,0,8,134,10134,0.000790045,1.0134,1.0134
2020/4/17 14:31,3850.4,3850.64,3852.23,FALSE,-1,0,-12,122,10122,-0.001184133,1.0122,1.0122
2020/4/17 14:32,3851.2,3850.48,3852.08,FALSE,-1,0,-8,114,10114,-0.000790358,1.0114,1.0114
2020/4/17 14:33,3851.6,3850.48,3851.93,FALSE,-1,0,-4,110,10110,-0.000395491,1.011,1.011
2020/4/17 14:34,3851.8,3850.84,3851.84,FALSE,-1,0,-2,108,10108,-0.000197824,1.0108,1.0108
2020/4/17 14:35,3849.8,3850.96,3851.72,FALSE,-1,0,20,128,10128,0.001978631,1.0128,1.0128
2020/4/17 14:36,3850.6,3851,3851.6,FALSE,-1,0,-8,120,10120,-0.000789889,1.012,1.012
2020/4/17 14:37,3849.8,3850.72,3851.53,FALSE,-1,0,8,128,10128,0.000790514,1.0128,1.0128
2020/4/17 14:38,3849.2,3850.24,3851.44,FALSE,-1,0,6,134,10134,0.000592417,1.0134,1.0134
2020/4/17 14:39,3850,3849.88,3851.36,FALSE,-1,0,-8,126,10126,-0.000789422,1.0126,1.0126
2020/4/17 14:40,3850.6,3850.04,3851.31,FALSE,-1,0,-6,120,10120,-0.000592534,1.012,1.012
2020/4/17 14:41,3850.2,3849.96,3851.21,FALSE,-1,0,4,124,10124,0.000395257,1.0124,1.0124
2020/4/17 14:42,3850.6,3850.12,3851.06,FALSE,-1,0,-4,120,10120,-0.000395101,1.012,1.012
2020/4/17 14:43,3850.4,3850.36,3850.91,FALSE,-1,0,2,122,10122,0.000197628,1.0122,1.0122
2020/4/17 14:44,3850.4,3850.44,3850.75,FALSE,-1,0,0,122,10122,0,1.0122,1.0122
2020/4/17 14:45,3850.4,3850.4,3850.6,FALSE,-1,0,0,122,10122,0,1.0122,1.0122
2020/4/17 14:46,3850.4,3850.44,3850.51,FALSE,-1,0,0,122,10122,0,1.0122,1.0122
2020/4/17 14:47,3850.4,3850.4,3850.43,FALSE,-1,0,0,122,10122,0,1.0122,1.0122
2020/4/17 14:48,3850.2,3850.36,3850.36,TRUE,1,4,-2,124,10124,0.000197589,1.0124,1.0124
2020/4/17 14:49,3850.2,3850.32,3850.37,FALSE,-1,0,0,124,10124,0,1.0124,1.0124
2020/4/17 14:50,3850.2,3850.28,3850.42,FALSE,-1,0,0,124,10124,0,1.0124,1.0124
2020/4/17 14:51,3850.2,3850.24,3850.41,FALSE,-1,0,0,124,10124,0,1.0124,1.0124
2020/4/17 14:52,3850,3850.16,3850.35,FALSE,-1,0,2,126,10126,0.00019755,1.0126,1.0126
2020/4/17 14:53,3850.4,3850.2,3850.29,FALSE,-1,0,-4,122,10122,-0.000395023,1.0122,1.0122
2020/4/17 14:54,3850.2,3850.2,3850.21,FALSE,-1,0,2,124,10124,0.000197589,1.0124,1.0124
2020/4/17 14:55,3850,3850.16,3850.22,FALSE,-1,0,2,126,10126,0.00019755,1.0126,1.0126
2020/4/17 14:56,3849.8,3850.08,3850.18,FALSE,-1,0,2,128,10128,0.000197511,1.0128,1.0128
2020/4/17 14:57,3849.8,3850.04,3850.18,FALSE,-1,0,0,128,10128,0,1.0128,1.0128
2020/4/17 14:58,3849.6,3849.88,3850.2,FALSE,-1,0,2,130,10130,0.000197472,1.013,1.013
2020/4/17 14:59,3850.2,3849.88,3850.21,FALSE,-1,0,-6,124,10124,-0.0005923,1.0124,1.0124
